Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),Category,Status,PR Link,Notes
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,activiti-engine,org.activiti.engine.test.bpmn.async.AsyncTaskTest.testAsyncEndEvent,UD,MovedOrRenamed,,https://github.com/Activiti/Activiti/commit/c04f27c338d87c72fbebfea9b72ec76e93cccded
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServletTest.doPost,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestAchDetailsSerialization,ID,Accepted,https://github.com/Adyen/adyen-java-api-library/pull/681, A previous PR (https://github.com/Adyen/adyen-java-api-library/pull/654) was opened but not accepted because of adding a library
https://github.com/akamai/netty,cee60304dea4eeb779aa60af08332b1a965de984,testsuite,io.netty.testsuite.transport.socket.SocketSslEchoTest.testSslEcho,ID,,,
https://github.com/alibaba/asyncload,9891e7086bff81ebdd4991435d21b549e48e874d,.,com.alibaba.asyncload.AsyncLoadThreadLocalTest.testInheritableThreadLocalRunnerSet,OD-Vic,,,
https://github.com/alibaba/easyexcel,756f16e42fbd7bc5c7fa18426cbc02fc81a42057,.,com.alibaba.easyexcel.test.core.simple.SimpleDataTest.t03SynchronousRead07,OD,Accepted,https://github.com/alibaba/easyexcel/pull/1684,
https://github.com/alibaba/innodb-java-reader,24a95d8005d480d460c3004fad89cfa295b9cbb4,innodb-java-reader,com.alibaba.innodb.java.reader.sk.SimpleSkTableReaderTest.testQueryAllIteratorMysql56,ID,Accepted,https://github.com/alibaba/innodb-java-reader/pull/14,
https://github.com/alibaba/metrics,2dbfbd0b2e9ba5d652f1f2e86d655cff8ea1ec66,prometheus,com.alibaba.metrics.prometheus.TestAlibabaMetricsExports.testExportFastCompass,ID,Accepted,https://github.com/alibaba/metrics/pull/74,
https://github.com/alibaba/nacos,525672272ecb00cd769a13c7b21a8e51cf873f25,api,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserializeExtend,OD-Vic,Accepted,https://github.com/alibaba/nacos/pull/4384,
https://github.com/alibaba/tamper,781c159496991705e273fb8538024dfa687235a5,.,com.alibaba.tamper.ConfigTest.testFileParse,ID,,,
https://github.com/alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin,ID,,,
https://github.com/Alluxio/alluxio,68fcda9dd2ca2181eb897e10ca02fa5bc3a3099f,core/server/worker,alluxio.worker.block.allocator.GreedyAllocatorTest.allocateBlock,ID,,,
https://github.com/amzn/amazon-instant-access-sdk-java,3aae2253569751eaa4c419300cf9915f03a42bf1,.,com.amazon.dtasdk.v2.serialization.messages.InstantAccessRequestTest.testSerialize,ID,Opened,https://github.com/amzn/amazon-instant-access-sdk-java/pull/13,
https://github.com/amzn/amazon-pay-api-sdk-java,4093fc0ddca8e410764919f587a2e984246d5dc1,.,com.amazon.pay.api.GenerateButtonSignatureTest.testButtonSignatureWithJSONObject,ID,,,
https://github.com/apache/aries-cdi,1b39afdec269266b91fe258dd4abe3bcf91aadcb,cdi-extender,org.apache.aries.cdi.container.internal.model.MapsTest.checkMerge_1,ID,Opened,https://github.com/apache/aries-cdi/pull/116,
https://github.com/apache/atlas,c0700e436afccc04e7f77480d6fb8aed8e293db4,graphdb/janus,org.apache.atlas.repository.graphdb.janus.AtlasJanusGraphIndexClientTest.testGenerateSearchWeightString,ID,Opened,https://github.com/apache/atlas/pull/149,
https://github.com/apache/avro,bfbd2d115aec576545b0673e876a652806b41986,lang/java/avro,org.apache.avro.reflect.TestReflect.testAnnotationMultiAvroMeta,ID,,,
https://github.com/apache/bookkeeper,2aa59c74cdd1de13c33a593f6dccc888823c4a83,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForBookieHandleNotAvailable,ID,,,
https://github.com/apache/cayenne,5209b9f533ab5f2ac97d31eeb3d1dd2c4dbd64d8,cayenne-client,org.apache.cayenne.CayenneContextClientChannelEventsIT.testSyncToOneRelationship,OD,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/77
https://github.com/apache/commons-collections,371313a2e4d1da5e0776419ce94bb8b644158a20,.,org.apache.commons.collections4.bag.CollectionBagTest.testCollectionToArray2,ID,Accepted,https://github.com/apache/commons-collections/pull/341,https://issues.apache.org/jira/browse/COLLECTIONS-804
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionHashCodeExcludeFields,ID,Accepted,https://github.com/apache/commons-lang/pull/480,
https://github.com/apache/cxf,69925893ed0e8a8fdfe1164b4e097a5cf5524027,core,org.apache.cxf.attachment.AttachmentUtilTest.bigIntAsAttachmentMaxSize,OD,,,
https://github.com/apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-filter/dubbo-filter-cache,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,OD-Vic,,,
https://github.com/apache/flink,23c9b5ac50d04d28a34a87c78eb2d3331c06b74b,flink-core,org.apache.flink.api.java.typeutils.runtime.kryo.KryoGenericTypeSerializerTest.testJavaSet,ID,Rejected,https://github.com/apache/flink/pull/11181,
https://github.com/apache/hadoop,a585a73c3e02ac62350c136643a5e7f6095a3dbb,hadoop-common-project/hadoop-kms,org.apache.hadoop.crypto.key.kms.server.TestKMS.testStartStopHttpPseudo,OD,,,
https://github.com/apache/hbase,801fc05e9c082ab12c7c1207087d3667ab162d1a,hbase-server,org.apache.hadoop.hbase.io.TestMetricsIO.testMetrics,NIO,,,
https://github.com/apache/hive,90fa9064f2c6907fbe6237cb46d5937eebd8ea31,standalone-metastore/metastore-server,org.apache.hadoop.hive.common.TestStatsSetupConst.testStatColumnEntriesCompat,ID,InspiredAFix,https://github.com/apache/hive/pull/1024,
https://github.com/apache/incubator-shardingsphere,038232e9b2f7fb22ccf50c04b74fb900732b345d,sharding-core/sharding-core-common,org.apache.shardingsphere.core.metadata.datasource.ShardingSphereDataSourceMetaDataTest.assertGetAllInstanceDataSourceNamesForShardingRule,ID,Accepted,https://github.com/apache/incubator-shardingsphere/pull/3164,
https://github.com/apache/incubator-shenyu,3777209fc76800175df3962213ca1febe57edca6,shenyu-common,org.apache.shenyu.common.utils.GsonUtilsTest.testToJson,ID,Accepted,https://github.com/apache/incubator-shenyu/pull/3005,
https://github.com/apache/incubator-streampipes,7ba9213012b72ea70edc6848c18ba6d90ff2c534,streampipes-connect,org.apache.streampipes.connect.adapter.format.json.xml.XmlTest.parseEventCarPark,ID,Accepted,https://github.com/apache/incubator-streampipes/pull/59,
https://github.com/apache/incubator-wayang,b7b6c1ebf65b58f5c03ac2b9fd4c1846ea877d01,wayang-platforms.wayang-graphch,org.apache.wayang.graphchi.operators.GraphChiPageRankOperatorTest.testExecution,ID,,,
https://github.com/apache/karaf,b368a87cba0f0e235d5dae72fd6c3559b50fb75c,.,org.apache.karaf.main.MainLockingTest.testLostMasterLockAfterThreshold,OD,,,
https://github.com/apache/kylin,31ab93618311cde8b95ca400811861002d7eaefb,stream-coordinator,org.apache.kylin.stream.coordinator.assign.DefaultAssignerTest.reBalanceTest,ID,Accepted,https://github.com/apache/kylin/pull/1133,
https://github.com/apache/nifi,2bd752d868a8f3e36113b078bb576cf054e945e8,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-authorization-providers,org.apache.nifi.authorization.CompositeUserGroupProviderTest.testMultipleProvidersWithCollaboratingUserGroupProvider,ID,Accepted,https://github.com/apache/nifi/pull/5524,https://github.com/apache/nifi/commit/8171ecb2c1f9d2ea56f330dafd1df6e100f15413
https://github.com/apache/nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,nifi-registry-core/nifi-registry-web-api,org.apache.nifi.registry.security.authorization.ResourceAuthorizationFilterSpec.secure requests to an unguarded resource are allowed without an authorization check,UD,RepoArchived,,
https://github.com/apache/olingo-odata2,daa83f4d80f3eb8019ae2cb6729486d1821b8c89,odata2-jpa-processor/jpa-core,org.apache.olingo.odata2.jpa.processor.core.access.data.JPAEntityTest.testCreateODataEntryPropertyWithOutCallBack,ID,Opened,https://github.com/apache/olingo-odata2/pull/35,
https://github.com/apache/openwebbeans,424af4bb7285b806d3e3efe5020cd3e440e0a4ff,webbeans-impl,org.apache.webbeans.test.annotation.binding.BeanCacheKeyUnitTest.testEquals2Annotations,ID,,,https://github.com/TestingResearchIllinois/idoft/issues/561
https://github.com/apache/ozone,eb7136df7b53c77e239e82ff9d9d8063774fc717,hadoop-hdds/server-scm,org.apache.hadoop.hdds.scm.pipeline.TestPipelineManagerImpl.testPipelineCreationFailedMetric,OD,,,
https://github.com/apache/pulsar,505e08a76425c6e49ff5bc691f8ca7587184a2bf,pulsar-client,org.apache.pulsar.client.impl.schema.AvroSchemaTest.testAllowNullSchema,ID,Accepted,https://github.com/apache/pulsar/pull/6247,
https://github.com/apache/rocketmq,a75c74234915f1673c635639e6a70e4c25dcd740,common,org.apache.rocketmq.common.filter.FilterAPITest.testBuildTagSome,ID,Accepted,https://github.com/apache/rocketmq/pull/3959,
https://github.com/apache/servicecomb-java-chassis,76813bc18a2513d6797794721d0bcf72dcc4ab22,foundations/foundation-vertx,org.apache.servicecomb.foundation.vertx.http.TestAbstractHttpServletRequest.testAttribute,ID,Accepted,https://github.com/apache/servicecomb-java-chassis/pull/3393,
https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest.assertFindJobExecutionEventsWithTime,NOD;OD-Vic,,,
https://github.com/apache/shenyu,22546ae0e6a4047ee08bf4a41f9114f47ba57e19,shenyu-admin,org.apache.shenyu.admin.service.PermissionServiceTest.testGetPermissionMenu,ID,,,
https://github.com/apache/skywalking,edf0bce37f682c093d1ea5bcca0a6d2d1ecc2cc4,apm-commons/apm-datacarrier,org.apache.skywalking.apm.commons.datacarrier.consumer.testConsumerLessThanChannel,OD,Accepted,https://github.com/apache/skywalking/pull/5846,
https://github.com/Apache/Struts,3a7c35a014f8a3471a1b75e7546e01ecf21d5db3,core,com.opensymphony.xwork2.validator.AnnotationActionValidatorManagerTest.testGetValidatorsForInterface,ID,Rejected,https://github.com/apache/struts/pull/458,
https://github.com/apache/tinkerpop,7bdfccd2832615c75ad4152d4ddb8a8430805f26,gremlin-driver,org.apache.tinkerpop.gremlin.driver.ser.binary.GraphBinaryReaderWriterRoundTripTest.shouldWriteAndRead[TypeTraversalMetrics],ID,,,
https://github.com/apolloconfig/apollo,75f9950d5e1675dbb0617555c4502685ef4d4618,apollo-adminservice,com.ctrip.framework.apollo.adminservice.controller.ReleaseControllerTest.testReleaseBuild,ID,Accepted,https://github.com/apolloconfig/apollo/pull/4311,
https://github.com/ArangoDB-Community/arangodb-tinkerpop-provider,e61a1b05cda8b1aa6f61dbbed77841b6f260a9e6,.,com.arangodb.tinkerpop.gremlin.client.test.ClientTest.test_ServerVersion,UD,,,
https://github.com/AuthMe/AuthMeReloaded,fcd4a2fad777ab54ac271702225c4a0f19edb186,.,fr.xephi.authme.listener.PlayerListenerTest.shouldHideChatFromUnauthed,ID,Accepted,https://github.com/AuthMe/AuthMeReloaded/pull/2386,
https://github.com/biojava/biojava,e99364ac14294adeb9385b7b93c602c2d9b66bb6,biojava-core,org.biojava.nbio.core.search.io.blast.BlastXMLParserTest.testCreateObjects,NOD,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/115
https://github.com/blockchain-jd-com/utils,7f0b301addd9ec6237c2c947cdb629b12831fd43,utils-serialize,test.utils.serialize.JSONSerializeUtilsTest.testJSONString,ID,Opened,https://github.com/blockchain-jd-com/utils/pull/1,
https://github.com/bonigarcia/webdrivermanager,7a00f50ccf06562f56dc0d602230cdeb5f3ae472,version-test,io.github.bonigarcia.wdm.test.versions.VersionsTest.testChromeDriverVersions,ID,Rejected,https://github.com/bonigarcia/webdrivermanager/pull/585,
https://github.com/bpsm/edn-java,4cf29ffe2d063269cb09c9bf4f6fd5c1a3cb4e1b,.,us.bpsm.edn.printer.PrinterTest.testPrettyPrinting,ID,Accepted,https://github.com/bpsm/edn-java/pull/68,
https://github.com/bytedeco/javacpp,b9e7080d2614fa8842bd3fb6d2759fb384628979,.,org.bytedeco.javacpp.BufferTest.org.bytedeco.javacpp.BufferTest,ID,,,
https://github.com/c2mon/c2mon,d80687b119c713dd177a58cf53a997d8cc5ca264,c2mon-daq/c2mon-daq-core,cern.c2mon.daq.common.messaging.impl.SourceCommandExecutorTest.testCallSuccessReturnHello,UD,,,
https://github.com/castle/castle-java,1f42ccdbd85c095e307c8604eb7426733dbb8863,.,io.castle.client.model.CastleContextTest.minimalContextAsJson,ID,Accepted,https://github.com/castle/castle-java/pull/107,
https://github.com/cescoffier/vertx-completable-future,011d3cd963b9a810c2e8e616da27bbfd8a3c717e,.,me.escoffier.vertx.completablefuture.VertxCompletableFutureTest.testAcceptEitherAsyncWithExecutor,NOD,,,
https://github.com/codingchili/excelastic,6bb7884b1e70f9e588d75bdaf132a84f6e896a7a,.,com.codingchili.TestWriter.shouldWriteToElasticPort,NDOD;OD-Vic;NOD,,,
https://github.com/coupa/ghprb-plugin,f471f3b462de9e8138e146ea846d7c631271125f,.,org.jenkinsci.plugins.ghprb.GhprbRootActionTest.testUrlEncoded,ID,RepoArchived,,
https://github.com/CrawlScript/WebCollector,016b61a1f6e52cf2ffb048a2abcc01d767beb0ab,.,cn.edu.hfut.dmic.webcollector.util.OkHttpRequesterTest.testHttpCode,NOD,,,
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,cukes-core,lv.ctco.cukes.core.RunCukesTest.When let variable "var1" to be random password with length 8,NOD,,,
https://github.com/ctripcorp/apollo,24062ad9b314da0fb44ccb941dcfd3da46a91fb7,apollo-configservice,com.ctrip.framework.apollo.configservice.service.AppNamespaceServiceWithCacheTest.testAppNamespace,ID,,,
https://github.com/danfickle/openhtmltopdf,4a0612fab7b3a55e3e11d485233b063006d03b0f,openhtmltopdf-examples,com.openhtmltopdf.freemarker.FreeMarkerGeneratorTest.testFreeMarkerGenerator,OD,,,
https://github.com/danielmcclure/bitcoinj,ee064c0a5577f09ee43e25dbdba05cf757446edf,core,com.google.bitcoin.core.H2FullPrunedBlockChainTest.testFirst100KBlocks,OD,,,https://github.com/TestingResearchIllinois/idoft/issues/108
https://github.com/DataDog/datadog-kafka-connect-logs,e453f0c9efb50f2d7aaf2186ff024b15bca9742b,.,com.datadoghq.connect.logs.sink.DatadogLogsApiWriterTest.writer_readingMultipleTopics_shouldBatchSeparate,ID,Opened,https://github.com/DataDog/datadog-kafka-connect-logs/pull/28,
https://github.com/DataDog/jmeter-datadog-backend-listener,4b237366bf81050e56aa4d96944cffcd594593c0,.,org.datadog.jmeter.plugins.DatadogBackendClientTest.testExtractLogs,ID,,,
https://github.com/DataDog/jmxfetch,15e72e2342dc29d71243308cdad8c525b4d34317,.,org.datadog.jmxfetch.TestApp.testApp,ID,,,
https://github.com/DataDog/metrics,78b732900fb0be1eb04be2d3d64d205f1a611042,metrics-core,com.yammer.metrics.util.tests.DeadlockHealthCheckTest.returnsUnhealthyIfDeadlocks,ID,,,
https://github.com/doanduyhai/Achilles,e3099bdce342910951c4862c78751fd81ed4552e,achilles-embedded,info.archinnov.achilles.embedded.PortFinderTest.try_to_find_first_port,NOD;UD,,,
https://github.com/eBay/jsonex,83cd2edafbca4438abee6542162ab206ad3fedd8,jsoncoder,org.jsonex.cliarg.CliParserTest.testParse,ID,MovedOrRenamed,,https://github.com/TestingResearchIllinois/idoft/issues/554
https://github.com/eclipse-ee4j/tyrus,d86e0cb0a4f26ba89daf8668137c156e57fea565,tests/e2e/non-deployable,org.glassfish.tyrus.test.e2e.non_deployable.ExtendedExtensionTest.extendedExtensionTest,NIO,Accepted,https://github.com/eclipse-ee4j/tyrus/pull/725,
https://github.com/Ericsson/ecchronos,5d58b0e4c922822c9df3d893fff2246d5784b11f,core,com.ericsson.bss.cassandra.ecchronos.core.repair.state.TestRepairStateImpl.testPartiallyRepaired,ID,Accepted,https://github.com/Ericsson/ecchronos/pull/294,
https://github.com/facebook/facebook-java-business-sdk,492cda9aa1bac6e04e1b80de1794e74f9cea1cb6,facebook-java-business-sdk,com.facebook.ads.sdk.serverside.UserDataTest.BuilderAndGettersWithMultipleValuesTest,ID,Opened,https://github.com/facebook/facebook-java-business-sdk/pull/359,
https://github.com/FasterXML/jackson-annotations,381d6abcefd0e5fd19529f244173313b7f91954f,.,com.fasterxml.jackson.annotation.JsonIncludePropertiesTest.testFromAnnotation,ID,Accepted,https://github.com/FasterXML/jackson-annotations/pull/194,
https://github.com/FasterXML/jackson-databind,23e2af98684a0350de74d3009c2cb0a313a1c6d0,.,com.fasterxml.jackson.databind.convert.TestBeanConversions.testConversionIssue288,ID,Accepted,https://github.com/FasterXML/jackson-databind/pull/2884,
https://github.com/FasterXML/java-classmate,912adde71f67719c7b1ed7df3c7ba28e8ba97876,.,com.fasterxml.classmate.members.GhostTypeParameterInFieldTest.testGhostTypeParameterWithInterface,ID,Accepted,https://github.com/FasterXML/java-classmate/pull/68,
https://github.com/feroult/yawp,b3bcf9c958d51b3b3f8fdd0ccc26923d5a531da1,yawp-testing/yawp-testing-appengine,io.yawp.testing.appengine.pipes.flow.FlowDropsTest.testFlowDropsToSameSink,NDOD;NOD,,,
https://github.com/fhoeben/hsac-fitnesse-fixtures,a64c18d9c4bac8271275c7b089d40be20f0604b5,.,nl.hsac.fitnesse.fixture.slim.FileFixtureTest.testDelete,OD-Brit,Accepted,https://github.com/fhoeben/hsac-fitnesse-fixtures/pull/293,
https://github.com/flaxsearch/luwak,c27ec08c803db6ca6be1b6e8017f45667e603161,luwak,uk.co.flax.luwak.matchers.TestParallelMatcher.testParallelSlowLog,NDOD;OD-Brit;NOD,,,
https://github.com/flowable/flowable-engine,399ab58c5c29b2437c56f5418d8610bc3fb3381d,modules/flowable-cmmn-engine,org.flowable.cmmn.test.el.VariableFunctionDelegatesTest.testVariableEquals,ID,Accepted,https://github.com/flowable/flowable-engine/pull/2204,
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,redpipe-engine,net.redpipe.engine.swagger.SwaggerApiTest.checkSwagger,NOD,,,
https://github.com/funkygao/cp-ddd-framework,8c69f6a50db83459356a2ae66a910b1905fe4eb5,dddplus-test,io.github.dddplus.runtime.registry.IntegrationTest.exportDomainArtifacts,ID,,,
https://github.com/gooddata/GoodData-CL,58728ec3e57ea9a4d689f38b0b385e8724af618c,connector,com.gooddata.csv.DataTypeGuessTest.testIsDate,OD,Opened,https://github.com/gooddata/GoodData-CL/pull/145,the repo is archived
https://github.com/HubSpot/hbase,102c2bb129dea33d2de928b4888e3e09fd0e04ca,hbase-server,org.apache.hadoop.hbase.io.hfile.TestLruAdaptiveBlockCache.testBackgroundEvictionThread,ID,,,
https://github.com/Infosys/olingo-odata2,daa83f4d80f3eb8019ae2cb6729486d1821b8c89,odata2-jpa-processor/jpa-core,org.apache.olingo.odata2.jpa.processor.core.access.data.JPAEntityTest.testCreateODataEntryPropertyWithOutCallBack,ID,MovedOrRenamed,,https://github.com/TestingResearchIllinois/idoft/issues/388
https://github.com/jianwu/jsonex,83cd2edafbca4438abee6542162ab206ad3fedd8,jsoncoder,org.jsonex.cliarg.CliParserTest.testParse,ID,,,
https://github.com/spotify/apollo,a03105ee1f98f8c5878f4e3c4d03c8732c6384bd,apollo-api-impl,com.spotify.apollo.route.MiddlewaresTest.asShouldSerializeResponseObjectAsJson,ID,RepoArchived,,
